frame.number	frame.time_relative	bthci_acl.chandle	bthci_acl.src.bd_addr	bthci_acl.dst.bd_addr	btl2cap.cid	btatt.opcode	btatt.handle	btatt.starting_handle	btatt.ending_handle	btatt.group_end_handle	btatt.service_uuid16	btatt.service_uuid128	btatt.characteristic_properties	btatt.characteristic_uuid16	btatt.characteristic_uuid128	btatt.uuid16	btatt.uuid128	btatt.characteristic_configuration_client	btatt.value	_ws.col.info
46411	18871.329000000	0x0402	70:de:f9:d6:ab:5f	00:00:00:00:00:00	0x0004	0x13	0x0105					7dfc90007d1c495186aa8d9728f8d66c			6e400003b5a3f393e0a9e50e24dcca9e	0x2902				Rcvd Write Response, Handle: 0x0105 (Unknown: Nordic UART Rx: Client Characteristic Configuration)
46412	18871.329000000	0x0402	00:00:00:00:00:00	70:de:f9:d6:ab:5f	0x0004	0x12	0x0102					7dfc90007d1c495186aa8d9728f8d66c					6e400002b5a3f393e0a9e50e24dcca9e			Sent Write Request, Handle: 0x0102 (Unknown: Nordic UART Tx)
46413	18871.330000000	0x0402	70:de:f9:d6:ab:5f	00:00:00:00:00:00	0x0004	0x1b	0x0104					7dfc90007d1c495186aa8d9728f8d66c					6e400003b5a3f393e0a9e50e24dcca9e			Rcvd Handle Value Notification, Handle: 0x0104 (Unknown: Nordic UART Rx)
46416	18871.389000000	0x0402	70:de:f9:d6:ab:5f	00:00:00:00:00:00	0x0004	0x04		0x002e	0x002e											Rcvd Find Information Request, Handles: 0x002e..0x002e
46417	18871.389000000	0x0402	00:00:00:00:00:00	70:de:f9:d6:ab:5f	0x0004	0x05	0x002e					89d3502b0f36433a8ef4c502ad55f8dc			c6b2f38c23ab46d8a6aba3a870bbd5d7	0x2900				Sent Find Information Response, Handle: 0x002e (Unknown: Unknown: Characteristic Extended Properties)
46418	18871.389000000	0x0402	70:de:f9:d6:ab:5f	00:00:00:00:00:00	0x0004	0x13	0x0105					7dfc90007d1c495186aa8d9728f8d66c			6e400003b5a3f393e0a9e50e24dcca9e	0x2902				Rcvd Write Response, Handle: 0x0105 (Unknown: Nordic UART Rx: Client Characteristic Configuration)
46419	18871.390000000	0x0402	70:de:f9:d6:ab:5f	00:00:00:00:00:00	0x0004	0x1b	0x0104					7dfc90007d1c495186aa8d9728f8d66c					6e400003b5a3f393e0a9e50e24dcca9e			Rcvd Handle Value Notification, Handle: 0x0104 (Unknown: Nordic UART Rx)
46420	18871.390000000	0x0402	00:00:00:00:00:00	70:de:f9:d6:ab:5f	0x0004	0x12	0x0102					7dfc90007d1c495186aa8d9728f8d66c					6e400002b5a3f393e0a9e50e24dcca9e			Sent Write Request, Handle: 0x0102 (Unknown: Nordic UART Tx)
46422	18871.449000000	0x0402	70:de:f9:d6:ab:5f	00:00:00:00:00:00	0x0004	0x08		0x002f	0x0033							0x2802				Rcvd Read By Type Request, Include, Handles: 0x002f..0x0033
46423	18871.449000000	0x0402	00:00:00:00:00:00	70:de:f9:d6:ab:5f	0x0004	0x01	0x0033					d0611e78bbb44591a5f8487910ae4366				0x2802				Sent Error Response - Attribute Not Found, Handle: 0x0033 (Unknown: Unknown)
46424	18871.449000000	0x0402	70:de:f9:d6:ab:5f	00:00:00:00:00:00	0x0004	0x13	0x0105					7dfc90007d1c495186aa8d9728f8d66c			6e400003b5a3f393e0a9e50e24dcca9e	0x2902				Rcvd Write Response, Handle: 0x0105 (Unknown: Nordic UART Rx: Client Characteristic Configuration)
46426	18871.479000000	0x0402	70:de:f9:d6:ab:5f	00:00:00:00:00:00	0x0004	0x1b	0x0104					7dfc90007d1c495186aa8d9728f8d66c					6e400003b5a3f393e0a9e50e24dcca9e			Rcvd Handle Value Notification, Handle: 0x0104 (Unknown: Nordic UART Rx)
46427	18871.479000000	0x0402	00:00:00:00:00:00	70:de:f9:d6:ab:5f	0x0004	0x12	0x0102					7dfc90007d1c495186aa8d9728f8d66c					6e400002b5a3f393e0a9e50e24dcca9e			Sent Write Request, Handle: 0x0102 (Unknown: Nordic UART Tx)
46428	18871.509000000	0x0402	70:de:f9:d6:ab:5f	00:00:00:00:00:00	0x0004	0x08		0x002f	0x0033							0x2803				Rcvd Read By Type Request, Characteristic, Handles: 0x002f..0x0033
46429	18871.509000000	0x0402	00:00:00:00:00:00	70:de:f9:d6:ab:5f	0x0004	0x09	0x0030,0x0031					d0611e78bbb44591a5f8487910ae4366,d0611e78bbb44591a5f8487910ae4366	0x98			0x2803,0x2803	4900d927ee54ed84914c379a6c556786			Sent Read By Type Response, Attribute List Length: 1, Unknown
46431	18871.539000000	0x0402	70:de:f9:d6:ab:5f	00:00:00:00:00:00	0x0004	0x13	0x0105					7dfc90007d1c495186aa8d9728f8d66c			6e400003b5a3f393e0a9e50e24dcca9e	0x2902				Rcvd Write Response, Handle: 0x0105 (Unknown: Nordic UART Rx: Client Characteristic Configuration)
46432	18871.539000000	0x0402	00:00:00:00:00:00	70:de:f9:d6:ab:5f	0x0004	0x12	0x0102					7dfc90007d1c495186aa8d9728f8d66c					6e400002b5a3f393e0a9e50e24dcca9e			Sent Write Request, Handle: 0x0102 (Unknown: Nordic UART Tx)
46434	18871.555000000	0x0402	70:de:f9:d6:ab:5f	00:00:00:00:00:00	0x0004	0x1b	0x0104					7dfc90007d1c495186aa8d9728f8d66c					6e400003b5a3f393e0a9e50e24dcca9e			Rcvd Handle Value Notification, Handle: 0x0104 (Unknown: Nordic UART Rx)
46435	18871.569000000	0x0402	70:de:f9:d6:ab:5f	00:00:00:00:00:00	0x0004	0x08		0x0031	0x0033							0x2803				Rcvd Read By Type Request, Characteristic, Handles: 0x0031..0x0033
46436	18871.569000000	0x0402	00:00:00:00:00:00	70:de:f9:d6:ab:5f	0x0004	0x01	0x0033					d0611e78bbb44591a5f8487910ae4366			8667556c9a374c9184ed54ee27d90049	0x2803				Sent Error Response - Attribute Not Found, Handle: 0x0033 (Unknown: Unknown: Unknown)
46439	18871.599000000	0x0402	70:de:f9:d6:ab:5f	00:00:00:00:00:00	0x0004	0x13	0x0105					7dfc90007d1c495186aa8d9728f8d66c			6e400003b5a3f393e0a9e50e24dcca9e	0x2902				Rcvd Write Response, Handle: 0x0105 (Unknown: Nordic UART Rx: Client Characteristic Configuration)
46440	18871.629000000	0x0402	70:de:f9:d6:ab:5f	00:00:00:00:00:00	0x0004	0x04		0x0032	0x0033											Rcvd Find Information Request, Handles: 0x0032..0x0033
46441	18871.629000000	0x0402	00:00:00:00:00:00	70:de:f9:d6:ab:5f	0x0004	0x05	0x0032,0x0033					d0611e78bbb44591a5f8487910ae4366,d0611e78bbb44591a5f8487910ae4366			8667556c9a374c9184ed54ee27d90049,8667556c9a374c9184ed54ee27d90049	0x2900,0x2902				Sent Find Information Response, Handle: 0x0032 (Unknown: Unknown: Characteristic Extended Properties), Handle: 0x0033 (Unknown: Unknown: Client Characteristic Configuration)
46444	18871.689000000	0x0402	70:de:f9:d6:ab:5f	00:00:00:00:00:00	0x0004	0x08		0x0034	0x0038							0x2802				Rcvd Read By Type Request, Include, Handles: 0x0034..0x0038
46445	18871.689000000	0x0402	00:00:00:00:00:00	70:de:f9:d6:ab:5f	0x0004	0x01	0x0038					9fa480e0496745429390d343dc5d04ae				0x2802				Sent Error Response - Attribute Not Found, Handle: 0x0038 (Unknown: Unknown)
46447	18871.749000000	0x0402	70:de:f9:d6:ab:5f	00:00:00:00:00:00	0x0004	0x08		0x0034	0x0038							0x2803				Rcvd Read By Type Request, Characteristic, Handles: 0x0034..0x0038
46448	18871.749000000	0x0402	00:00:00:00:00:00	70:de:f9:d6:ab:5f	0x0004	0x09	0x0035,0x0036					9fa480e0496745429390d343dc5d04ae,9fa480e0496745429390d343dc5d04ae	0x98			0x2803,0x2803	cce349c57ba77a91cd43995bb1ad0baf			Sent Read By Type Response, Attribute List Length: 1, Unknown
46451	18871.809000000	0x0402	70:de:f9:d6:ab:5f	00:00:00:00:00:00	0x0004	0x1b	0x0104					7dfc90007d1c495186aa8d9728f8d66c					6e400003b5a3f393e0a9e50e24dcca9e			Rcvd Handle Value Notification, Handle: 0x0104 (Unknown: Nordic UART Rx)
46452	18871.809000000	0x0402	70:de:f9:d6:ab:5f	00:00:00:00:00:00	0x0004	0x08		0x0036	0x0038							0x2803				Rcvd Read By Type Request, Characteristic, Handles: 0x0036..0x0038
46453	18871.809000000	0x0402	00:00:00:00:00:00	70:de:f9:d6:ab:5f	0x0004	0x01	0x0038					9fa480e0496745429390d343dc5d04ae			af0badb15b9943cd917aa77bc549e3cc	0x2803				Sent Error Response - Attribute Not Found, Handle: 0x0038 (Unknown: Unknown: Unknown)
46456	18871.869000000	0x0402	70:de:f9:d6:ab:5f	00:00:00:00:00:00	0x0004	0x04		0x0037	0x0038											Rcvd Find Information Request, Handles: 0x0037..0x0038
46457	18871.869000000	0x0402	00:00:00:00:00:00	70:de:f9:d6:ab:5f	0x0004	0x05	0x0037,0x0038					9fa480e0496745429390d343dc5d04ae,9fa480e0496745429390d343dc5d04ae			af0badb15b9943cd917aa77bc549e3cc,af0badb15b9943cd917aa77bc549e3cc	0x2900,0x2902				Sent Find Information Response, Handle: 0x0037 (Unknown: Unknown: Characteristic Extended Properties), Handle: 0x0038 (Unknown: Unknown: Client Characteristic Configuration)
46458	18871.929000000	0x0402	70:de:f9:d6:ab:5f	00:00:00:00:00:00	0x0004	0x08		0x0039	0x003d							0x2802				Rcvd Read By Type Request, Include, Handles: 0x0039..0x003d
46459	18871.929000000	0x0402	00:00:00:00:00:00	70:de:f9:d6:ab:5f	0x0004	0x01	0x003d					410cd5ed2f824f778916ab5f5010368f				0x2802				Sent Error Response - Attribute Not Found, Handle: 0x003d (Unknown: Unknown)
46461	18871.989000000	0x0402	70:de:f9:d6:ab:5f	00:00:00:00:00:00	0x0004	0x08		0x0039	0x003d							0x2803				Rcvd Read By Type Request, Characteristic, Handles: 0x0039..0x003d
46462	18871.989000000	0x0402	00:00:00:00:00:00	70:de:f9:d6:ab:5f	0x0004	0x09	0x003a,0x003b					410cd5ed2f824f778916ab5f5010368f,410cd5ed2f824f778916ab5f5010368f	0x94			0x2803,0x2803	a5a1e30fa66c2797f442e7bb8540daf7			Sent Read By Type Response, Attribute List Length: 1, Unknown
46464	18872.019000000	0x0402	70:de:f9:d6:ab:5f	00:00:00:00:00:00	0x0004	0x1b	0x0104					7dfc90007d1c495186aa8d9728f8d66c					6e400003b5a3f393e0a9e50e24dcca9e			Rcvd Handle Value Notification, Handle: 0x0104 (Unknown: Nordic UART Rx)
46465	18872.049000000	0x0402	70:de:f9:d6:ab:5f	00:00:00:00:00:00	0x0004	0x08		0x003b	0x003d							0x2803				Rcvd Read By Type Request, Characteristic, Handles: 0x003b..0x003d
46466	18872.049000000	0x0402	00:00:00:00:00:00	70:de:f9:d6:ab:5f	0x0004	0x01	0x003d					410cd5ed2f824f778916ab5f5010368f			f7da4085bbe742f497276ca60fe3a1a5	0x2803				Sent Error Response - Attribute Not Found, Handle: 0x003d (Unknown: Unknown: Unknown)
46468	18872.109000000	0x0402	70:de:f9:d6:ab:5f	00:00:00:00:00:00	0x0004	0x04		0x003c	0x003d											Rcvd Find Information Request, Handles: 0x003c..0x003d
46469	18872.109000000	0x0402	00:00:00:00:00:00	70:de:f9:d6:ab:5f	0x0004	0x05	0x003c,0x003d					410cd5ed2f824f778916ab5f5010368f,410cd5ed2f824f778916ab5f5010368f			f7da4085bbe742f497276ca60fe3a1a5,f7da4085bbe742f497276ca60fe3a1a5	0x2900,0x2902				Sent Find Information Response, Handle: 0x003c (Unknown: Unknown: Characteristic Extended Properties), Handle: 0x003d (Unknown: Unknown: Client Characteristic Configuration)
46470	18872.169000000	0x0402	70:de:f9:d6:ab:5f	00:00:00:00:00:00	0x0004	0x02														Rcvd Exchange MTU Request, Client Rx MTU: 515
46471	18872.169000000	0x0402	00:00:00:00:00:00	70:de:f9:d6:ab:5f	0x0004	0x03														Sent Exchange MTU Response, Server Rx MTU: 185
46473	18872.229000000	0x0402	70:de:f9:d6:ab:5f	00:00:00:00:00:00	0x0004	0x12	0x001f					7905f431b5ce4e99a40f4b1e122d00d0			9fbf120d630142d98c5825e699a21dbd	0x2902		0x0001		Rcvd Write Request, Handle: 0x001f (Unknown: Unknown: Client Characteristic Configuration)
46474	18872.229000000	0x0402	00:00:00:00:00:00	70:de:f9:d6:ab:5f	0x0004	0x13	0x001f					7905f431b5ce4e99a40f4b1e122d00d0			9fbf120d630142d98c5825e699a21dbd	0x2902				Sent Write Response, Handle: 0x001f (Unknown: Unknown: Client Characteristic Configuration)
46475	18872.230000000	0x0402	00:00:00:00:00:00	70:de:f9:d6:ab:5f	0x0004	0x1b	0x001e					7905f431b5ce4e99a40f4b1e122d00d0					9fbf120d630142d98c5825e699a21dbd		00150a0119000000	Sent Handle Value Notification, Handle: 0x001e (Unknown: Unknown)
46477	18872.289000000	0x0402	70:de:f9:d6:ab:5f	00:00:00:00:00:00	0x0004	0x12	0x0009				0x1801			0x2a05		0x2902		0x0002		Rcvd Write Request, Handle: 0x0009 (GATT: Service Changed: Client Characteristic Configuration)
46478	18872.289000000	0x0402	00:00:00:00:00:00	70:de:f9:d6:ab:5f	0x0004	0x13	0x0009				0x1801			0x2a05		0x2902				Sent Write Response, Handle: 0x0009 (GATT: Service Changed: Client Characteristic Configuration)
46480	18872.290000000	0x0402	70:de:f9:d6:ab:5f	00:00:00:00:00:00	0x0004	0x1b	0x0104					7dfc90007d1c495186aa8d9728f8d66c					6e400003b5a3f393e0a9e50e24dcca9e			Rcvd Handle Value Notification, Handle: 0x0104 (Unknown: Nordic UART Rx)
46481	18872.349000000	0x0402	70:de:f9:d6:ab:5f	00:00:00:00:00:00	0x0004	0x12	0x0022					7905f431b5ce4e99a40f4b1e122d00d0			22eac6e924d64bb5be44b36ace7c7bfb	0x2902		0x0001		Rcvd Write Request, Handle: 0x0022 (Unknown: Unknown: Client Characteristic Configuration)
46482	18872.349000000	0x0402	00:00:00:00:00:00	70:de:f9:d6:ab:5f	0x0004	0x13	0x0022					7905f431b5ce4e99a40f4b1e122d00d0			22eac6e924d64bb5be44b36ace7c7bfb	0x2902				Sent Write Response, Handle: 0x0022 (Unknown: Unknown: Client Characteristic Configuration)
46485	18872.569000000	0x0402	00:00:00:00:00:00	70:de:f9:d6:ab:5f	0x0004	0x08		0x0001	0x0005							0x2a00				Sent Read By Type Request, Device Name, Handles: 0x0001..0x0005
46487	18872.619000000	0x0402	70:de:f9:d6:ab:5f	00:00:00:00:00:00	0x0004	0x09	0x0003				0x1800					0x2a00,0x2a00				Rcvd Read By Type Response, Attribute List Length: 1
46490	18872.769000000	0x0402	70:de:f9:d6:ab:5f	00:00:00:00:00:00	0x0004	0x1b	0x0104					7dfc90007d1c495186aa8d9728f8d66c					6e400003b5a3f393e0a9e50e24dcca9e			Rcvd Handle Value Notification, Handle: 0x0104 (Unknown: Nordic UART Rx)
46494	18873.039000000	0x0402	70:de:f9:d6:ab:5f	00:00:00:00:00:00	0x0004	0x1b	0x0104					7dfc90007d1c495186aa8d9728f8d66c					6e400003b5a3f393e0a9e50e24dcca9e			Rcvd Handle Value Notification, Handle: 0x0104 (Unknown: Nordic UART Rx)
46500	18873.279000000	0x0402	70:de:f9:d6:ab:5f	00:00:00:00:00:00	0x0004	0x1b	0x0104					7dfc90007d1c495186aa8d9728f8d66c					6e400003b5a3f393e0a9e50e24dcca9e			Rcvd Handle Value Notification, Handle: 0x0104 (Unknown: Nordic UART Rx)
46566	18873.789000000	0x0402	70:de:f9:d6:ab:5f	00:00:00:00:00:00	0x0004	0x1b	0x0104					7dfc90007d1c495186aa8d9728f8d66c					6e400003b5a3f393e0a9e50e24dcca9e			Rcvd Handle Value Notification, Handle: 0x0104 (Unknown: Nordic UART Rx)
46570	18874.029000000	0x0402	70:de:f9:d6:ab:5f	00:00:00:00:00:00	0x0004	0x1b	0x0104					7dfc90007d1c495186aa8d9728f8d66c					6e400003b5a3f393e0a9e50e24dcca9e			Rcvd Handle Value Notification, Handle: 0x0104 (Unknown: Nordic UART Rx)
46635	18874.299000000	0x0402	70:de:f9:d6:ab:5f	00:00:00:00:00:00	0x0004	0x1b	0x0104					7dfc90007d1c495186aa8d9728f8d66c					6e400003b5a3f393e0a9e50e24dcca9e			Rcvd Handle Value Notification, Handle: 0x0104 (Unknown: Nordic UART Rx)
46638	18874.779000000	0x0402	70:de:f9:d6:ab:5f	00:00:00:00:00:00	0x0004	0x1b	0x0104					7dfc90007d1c495186aa8d9728f8d66c					6e400003b5a3f393e0a9e50e24dcca9e			Rcvd Handle Value Notification, Handle: 0x0104 (Unknown: Nordic UART Rx)
46642	18875.049000000	0x0402	70:de:f9:d6:ab:5f	00:00:00:00:00:00	0x0004	0x1b	0x0104					7dfc90007d1c495186aa8d9728f8d66c					6e400003b5a3f393e0a9e50e24dcca9e			Rcvd Handle Value Notification, Handle: 0x0104 (Unknown: Nordic UART Rx)
46644	18875.289000000	0x0402	70:de:f9:d6:ab:5f	00:00:00:00:00:00	0x0004	0x1b	0x0104					7dfc90007d1c495186aa8d9728f8d66c					6e400003b5a3f393e0a9e50e24dcca9e			Rcvd Handle Value Notification, Handle: 0x0104 (Unknown: Nordic UART Rx)
46647	18875.799000000	0x0402	70:de:f9:d6:ab:5f	00:00:00:00:00:00	0x0004	0x1b	0x0104					7dfc90007d1c495186aa8d9728f8d66c					6e400003b5a3f393e0a9e50e24dcca9e			Rcvd Handle Value Notification, Handle: 0x0104 (Unknown: Nordic UART Rx)
46711	18876.039000000	0x0402	70:de:f9:d6:ab:5f	00:00:00:00:00:00	0x0004	0x1b	0x0104					7dfc90007d1c495186aa8d9728f8d66c					6e400003b5a3f393e0a9e50e24dcca9e			Rcvd Handle Value Notification, Handle: 0x0104 (Unknown: Nordic UART Rx)
46724	18876.279000000	0x0402	70:de:f9:d6:ab:5f	00:00:00:00:00:00	0x0004	0x1b	0x0104					7dfc90007d1c495186aa8d9728f8d66c					6e400003b5a3f393e0a9e50e24dcca9e			Rcvd Handle Value Notification, Handle: 0x0104 (Unknown: Nordic UART Rx)
46727	18876.789000000	0x0402	70:de:f9:d6:ab:5f	00:00:00:00:00:00	0x0004	0x1b	0x0104					7dfc90007d1c495186aa8d9728f8d66c					6e400003b5a3f393e0a9e50e24dcca9e			Rcvd Handle Value Notification, Handle: 0x0104 (Unknown: Nordic UART Rx)
46729	18877.029000000	0x0402	70:de:f9:d6:ab:5f	00:00:00:00:00:00	0x0004	0x1b	0x0104					7dfc90007d1c495186aa8d9728f8d66c					6e400003b5a3f393e0a9e50e24dcca9e			Rcvd Handle Value Notification, Handle: 0x0104 (Unknown: Nordic UART Rx)
46733	18877.269000000	0x0402	70:de:f9:d6:ab:5f	00:00:00:00:00:00	0x0004	0x1b	0x0104					7dfc90007d1c495186aa8d9728f8d66c					6e400003b5a3f393e0a9e50e24dcca9e			Rcvd Handle Value Notification, Handle: 0x0104 (Unknown: Nordic UART Rx)
46736	18877.779000000	0x0402	70:de:f9:d6:ab:5f	00:00:00:00:00:00	0x0004	0x1b	0x0104					7dfc90007d1c495186aa8d9728f8d66c					6e400003b5a3f393e0a9e50e24dcca9e			Rcvd Handle Value Notification, Handle: 0x0104 (Unknown: Nordic UART Rx)
46738	18878.019000000	0x0402	70:de:f9:d6:ab:5f	00:00:00:00:00:00	0x0004	0x1b	0x0104					7dfc90007d1c495186aa8d9728f8d66c					6e400003b5a3f393e0a9e50e24dcca9e			Rcvd Handle Value Notification, Handle: 0x0104 (Unknown: Nordic UART Rx)
46742	18878.289000000	0x0402	70:de:f9:d6:ab:5f	00:00:00:00:00:00	0x0004	0x1b	0x0104					7dfc90007d1c495186aa8d9728f8d66c					6e400003b5a3f393e0a9e50e24dcca9e			Rcvd Handle Value Notification, Handle: 0x0104 (Unknown: Nordic UART Rx)
46745	18878.769000000	0x0402	70:de:f9:d6:ab:5f	00:00:00:00:00:00	0x0004	0x1b	0x0104					7dfc90007d1c495186aa8d9728f8d66c					6e400003b5a3f393e0a9e50e24dcca9e			Rcvd Handle Value Notification, Handle: 0x0104 (Unknown: Nordic UART Rx)
46747	18879.039000000	0x0402	70:de:f9:d6:ab:5f	00:00:00:00:00:00	0x0004	0x1b	0x0104					7dfc90007d1c495186aa8d9728f8d66c					6e400003b5a3f393e0a9e50e24dcca9e			Rcvd Handle Value Notification, Handle: 0x0104 (Unknown: Nordic UART Rx)
46751	18879.279000000	0x0402	70:de:f9:d6:ab:5f	00:00:00:00:00:00	0x0004	0x1b	0x0104					7dfc90007d1c495186aa8d9728f8d66c					6e400003b5a3f393e0a9e50e24dcca9e			Rcvd Handle Value Notification, Handle: 0x0104 (Unknown: Nordic UART Rx)
46755	18879.789000000	0x0402	70:de:f9:d6:ab:5f	00:00:00:00:00:00	0x0004	0x1b	0x0104					7dfc90007d1c495186aa8d9728f8d66c					6e400003b5a3f393e0a9e50e24dcca9e			Rcvd Handle Value Notification, Handle: 0x0104 (Unknown: Nordic UART Rx)
46757	18880.029000000	0x0402	70:de:f9:d6:ab:5f	00:00:00:00:00:00	0x0004	0x1b	0x0104					7dfc90007d1c495186aa8d9728f8d66c					6e400003b5a3f393e0a9e50e24dcca9e			Rcvd Handle Value Notification, Handle: 0x0104 (Unknown: Nordic UART Rx)
46761	18880.299000000	0x0402	70:de:f9:d6:ab:5f	00:00:00:00:00:00	0x0004	0x1b	0x0104					7dfc90007d1c495186aa8d9728f8d66c					6e400003b5a3f393e0a9e50e24dcca9e			Rcvd Handle Value Notification, Handle: 0x0104 (Unknown: Nordic UART Rx)
46764	18880.779000000	0x0402	70:de:f9:d6:ab:5f	00:00:00:00:00:00	0x0004	0x1b	0x0104					7dfc90007d1c495186aa8d9728f8d66c					6e400003b5a3f393e0a9e50e24dcca9e			Rcvd Handle Value Notification, Handle: 0x0104 (Unknown: Nordic UART Rx)
46766	18881.019000000	0x0402	70:de:f9:d6:ab:5f	00:00:00:00:00:00	0x0004	0x1b	0x0104					7dfc90007d1c495186aa8d9728f8d66c					6e400003b5a3f393e0a9e50e24dcca9e			Rcvd Handle Value Notification, Handle: 0x0104 (Unknown: Nordic UART Rx)
46770	18881.289000000	0x0402	70:de:f9:d6:ab:5f	00:00:00:00:00:00	0x0004	0x1b	0x0104					7dfc90007d1c495186aa8d9728f8d66c					6e400003b5a3f393e0a9e50e24dcca9e			Rcvd Handle Value Notification, Handle: 0x0104 (Unknown: Nordic UART Rx)
46773	18881.799000000	0x0402	70:de:f9:d6:ab:5f	00:00:00:00:00:00	0x0004	0x1b	0x0104					7dfc90007d1c495186aa8d9728f8d66c					6e400003b5a3f393e0a9e50e24dcca9e			Rcvd Handle Value Notification, Handle: 0x0104 (Unknown: Nordic UART Rx)
46775	18882.039000000	0x0402	70:de:f9:d6:ab:5f	00:00:00:00:00:00	0x0004	0x1b	0x0104					7dfc90007d1c495186aa8d9728f8d66c					6e400003b5a3f393e0a9e50e24dcca9e			Rcvd Handle Value Notification, Handle: 0x0104 (Unknown: Nordic UART Rx)
46779	18882.339000000	0x0402	70:de:f9:d6:ab:5f	00:00:00:00:00:00	0x0004	0x1b	0x0104					7dfc90007d1c495186aa8d9728f8d66c					6e400003b5a3f393e0a9e50e24dcca9e			Rcvd Handle Value Notification, Handle: 0x0104 (Unknown: Nordic UART Rx)
46783	18882.879000000	0x0402	70:de:f9:d6:ab:5f	00:00:00:00:00:00	0x0004	0x1b	0x0104					7dfc90007d1c495186aa8d9728f8d66c					6e400003b5a3f393e0a9e50e24dcca9e			Rcvd Handle Value Notification, Handle: 0x0104 (Unknown: Nordic UART Rx)
46785	18883.119000000	0x0402	70:de:f9:d6:ab:5f	00:00:00:00:00:00	0x0004	0x1b	0x0104					7dfc90007d1c495186aa8d9728f8d66c					6e400003b5a3f393e0a9e50e24dcca9e			Rcvd Handle Value Notification, Handle: 0x0104 (Unknown: Nordic UART Rx)
46789	18883.389000000	0x0402	70:de:f9:d6:ab:5f	00:00:00:00:00:00	0x0004	0x1b	0x0104					7dfc90007d1c495186aa8d9728f8d66c					6e400003b5a3f393e0a9e50e24dcca9e			Rcvd Handle Value Notification, Handle: 0x0104 (Unknown: Nordic UART Rx)
46792	18883.869000000	0x0402	70:de:f9:d6:ab:5f	00:00:00:00:00:00	0x0004	0x1b	0x0104					7dfc90007d1c495186aa8d9728f8d66c					6e400003b5a3f393e0a9e50e24dcca9e			Rcvd Handle Value Notification, Handle: 0x0104 (Unknown: Nordic UART Rx)
46794	18884.139000000	0x0402	70:de:f9:d6:ab:5f	00:00:00:00:00:00	0x0004	0x1b	0x0104					7dfc90007d1c495186aa8d9728f8d66c					6e400003b5a3f393e0a9e50e24dcca9e			Rcvd Handle Value Notification, Handle: 0x0104 (Unknown: Nordic UART Rx)
46796	18884.379000000	0x0402	70:de:f9:d6:ab:5f	00:00:00:00:00:00	0x0004	0x1b	0x0104					7dfc90007d1c495186aa8d9728f8d66c					6e400003b5a3f393e0a9e50e24dcca9e			Rcvd Handle Value Notification, Handle: 0x0104 (Unknown: Nordic UART Rx)
46801	18884.919000000	0x0402	70:de:f9:d6:ab:5f	00:00:00:00:00:00	0x0004	0x1b	0x0104					7dfc90007d1c495186aa8d9728f8d66c					6e400003b5a3f393e0a9e50e24dcca9e			Rcvd Handle Value Notification, Handle: 0x0104 (Unknown: Nordic UART Rx)
46803	18885.129000000	0x0402	70:de:f9:d6:ab:5f	00:00:00:00:00:00	0x0004	0x1b	0x0104					7dfc90007d1c495186aa8d9728f8d66c					6e400003b5a3f393e0a9e50e24dcca9e			Rcvd Handle Value Notification, Handle: 0x0104 (Unknown: Nordic UART Rx)
46805	18885.369000000	0x0402	70:de:f9:d6:ab:5f	00:00:00:00:00:00	0x0004	0x1b	0x0104					7dfc90007d1c495186aa8d9728f8d66c					6e400003b5a3f393e0a9e50e24dcca9e			Rcvd Handle Value Notification, Handle: 0x0104 (Unknown: Nordic UART Rx)
46811	18885.879000000	0x0402	70:de:f9:d6:ab:5f	00:00:00:00:00:00	0x0004	0x1b	0x0104					7dfc90007d1c495186aa8d9728f8d66c					6e400003b5a3f393e0a9e50e24dcca9e			Rcvd Handle Value Notification, Handle: 0x0104 (Unknown: Nordic UART Rx)
46813	18886.119000000	0x0402	70:de:f9:d6:ab:5f	00:00:00:00:00:00	0x0004	0x1b	0x0104					7dfc90007d1c495186aa8d9728f8d66c					6e400003b5a3f393e0a9e50e24dcca9e			Rcvd Handle Value Notification, Handle: 0x0104 (Unknown: Nordic UART Rx)
46815	18886.389000000	0x0402	70:de:f9:d6:ab:5f	00:00:00:00:00:00	0x0004	0x1b	0x0104					7dfc90007d1c495186aa8d9728f8d66c					6e400003b5a3f393e0a9e50e24dcca9e			Rcvd Handle Value Notification, Handle: 0x0104 (Unknown: Nordic UART Rx)
46820	18886.869000000	0x0402	70:de:f9:d6:ab:5f	00:00:00:00:00:00	0x0004	0x1b	0x0104					7dfc90007d1c495186aa8d9728f8d66c					6e400003b5a3f393e0a9e50e24dcca9e			Rcvd Handle Value Notification, Handle: 0x0104 (Unknown: Nordic UART Rx)
46822	18887.139000000	0x0402	70:de:f9:d6:ab:5f	00:00:00:00:00:00	0x0004	0x1b	0x0104					7dfc90007d1c495186aa8d9728f8d66c					6e400003b5a3f393e0a9e50e24dcca9e			Rcvd Handle Value Notification, Handle: 0x0104 (Unknown: Nordic UART Rx)
46824	18887.379000000	0x0402	70:de:f9:d6:ab:5f	00:00:00:00:00:00	0x0004	0x1b	0x0104					7dfc90007d1c495186aa8d9728f8d66c					6e400003b5a3f393e0a9e50e24dcca9e			Rcvd Handle Value Notification, Handle: 0x0104 (Unknown: Nordic UART Rx)
